algo_id,mint,symbol,name,entry_timestamp,entry_price_usd,exit_timestamp,exit_price_usd,pnl_percent,pnl_usd,exit_reason,high_water_mark_price,high_water_mark_percent,trade_duration_hours,candles_in_trade,score_at_entry,liquidity_at_entry,momentum_1h_at_entry,vol_liq_ratio_at_entry
"bluechip_mean_revert","ch7rTovcUK7C1zNFM7F93kXU2CByYUsJT4pwYx7pump","PP","Official PPshow",1769209800,0.004081858966383456,1769298300,0.004138723050447512,0.5252,0.0525,"expired",0.0049831916694805896,22.0814,24.58,131,49,164132.5467,2.11,0.207
"bluechip_mean_revert","ch7rTovcUK7C1zNFM7F93kXU2CByYUsJT4pwYx7pump","PP","Official PPshow",1769316600,0.0038344736585286207,1769403300,0.003823262090763256,-1.156,-0.1156,"expired",0.0038832031844506123,1.2708,24.08,96,49,164132.5467,2.11,0.207
"bluechip_mean_revert","9wK8yN6iz1ie5kEJkvZCTxyN1x5sTdNfx8yeMY8Ebonk","Hosico","Hosico cat",1769367300,0.00004861772829106678,1769454000,0.00005070768640774042,3.4237,0.3424,"expired",0.000051111693636369885,5.1297,24.08,54,47,53036.7307,-0.423,0.229
"bluechip_mean_revert","7oLWGMuGbBm9uwDmffSdxLE98YChFAH1UdY5XpKYLff8","WOJAK","Wojak",1769412600,0.00040949675314730653,1769499600,0.00043572829118296,5.5254,0.5525,"expired",0.000482977385896553,17.9441,24.17,164,70,112816,-0.24,0.014
"bluechip_mean_revert","83iBDw3ZpxqJ3pEzrbttr9fGA57tttehDAxoFyR1moon","MEMDEX","MEMDEX100",1769550600,0.006534795616251101,1769552400,0.005849012926195958,-11.3325,-1.1333,"sl_hit",0.006534795616251101,0,0.5,6,54,421776.8591,0,0.033
"bluechip_mean_revert","ch7rTovcUK7C1zNFM7F93kXU2CByYUsJT4pwYx7pump","PP","Official PPshow",1769621100,0.0037204833819320673,1769708100,0.003556115250501478,-5.2713,-0.5271,"expired",0.0038207265139142328,2.6944,24.17,92,49,164132.5467,2.11,0.207
"bluechip_mean_revert","9wK8yN6iz1ie5kEJkvZCTxyN1x5sTdNfx8yeMY8Ebonk","Hosico","Hosico cat",1769629500,0.00004680672266113874,1769702700,0.00004189467306323019,-11.3325,-1.1333,"sl_hit",0.00004680672266113874,0,20.33,29,47,53036.7307,-0.423,0.229
"bluechip_mean_revert","AbP5LEN4sAAjghBy6ww37ngAAT7hnBVfXmXNdCnbpump","dot","Pippin's Friend",1769685900,0.000028615535276476416,1769716200,0.000025612528004073333,-11.3325,-1.1333,"sl_hit",0.000028929179474623023,1.0961,8.42,29,56,50920.3614,-7.182,6.717
"bluechip_mean_revert","7XJiwLDrjzxDYdZipnJXzpr1iDTmK55XixSFAa7JgNEL","MLG","360noscope420blazeit",1769758800,0.0010954406377521044,1769847000,0.0010185475537963123,-7.8662,-0.7866,"expired",0.0010954406377521044,0,24.5,96,72,272107.65,1.22,0.019
"bluechip_mean_revert","2JcXacFwt9mVAwBQ5nZkYwCyXQkRcdsYrDXn6hj22SbP","mini","mini",1769793600,0.0016788189795729764,1769878200,0.0015026382596949046,-11.3325,-1.1333,"sl_hit",0.0017358309089029712,3.396,23.5,119,78,416714.11,0.83,0.029
