mint,symbol,name,pool_address,creation_timestamp,liquidity_usd,volume_24h_usd,price_change_1h,price_usd,buy_txn_count_24h,sell_txn_count_24h,holder_count,has_twitter,has_website,has_telegram,source
"DVmRiV8kaDC2ECL77qkx6MmUhP6EKi8Fx4Rpez8s7xm5","AO","AMM ARTIFICIAL OFFSPRING AI","57F9wV4mhbw6fekTLZDQm15iiLZSpGsUrL2btqrSjgE8",1771094372,47515.6474,19403151.8869859,0,0.0002851581383349744,57686,45140,0,false,false,false,"geckoterminal"
"B6mk83wyvhSmCAaHiraJuv6NDy43t7gPjmx74zSR7kwA","C0IN","USOR","8bzS9tU31b3pVNFv8MCv1VYgrwrZ5NHQDNghnRR8QZa6",1771084821,12508.4822,19351728.8007257,0,0.020198939987716907,230,224,0,false,false,false,"geckoterminal"
"HfvR1WyCRSFnD1P29g73Gemd9XeeLNQb3A5W5DaWQiBK","5C BFCX1","M1 OXGA USMARA USRX2 CMRM OBXX","35Etb6aqBzGmk83De6pxuhC4PGEYRuoW7aNSWaqq8JGH",1771140329,59629.7899,19143918.8103972,-99.876,0.000010551010840503121,214,213,0,false,false,false,"geckoterminal"
"422myZetT9RKWnBxYwpecEVwpZQrynag9keD8J535Ujg","5C BFCX1","M1 OXGA USMARA USRX2 CMRM OBXX","GBuH3C7amRHSemVDxHt3Mzwo1dCePyiq18KsM852p4KD",1771062027,57128.5406,19086192.3193258,0,0.000008336286355527538,223,222,0,false,false,false,"geckoterminal"
"FELYHhuyDqq1THusCyPZkFaDGyMuJiFaGDVy8YLXZktd","C0IN","USOR","7n1ZHVZ6RVtfDMScHHaFwaYjVgXncuUb27iib2axumGE",1771108939,10916.1872,18910098.2130196,0,0.0042133031405430415,219,215,0,false,false,false,"geckoterminal"
"3s4cVxYX4BLh1jMkqxHVqGeu8bhyCVLWN2kyGsSPUXkn","USA","USA COIN","2C9gnLGG6TBEaaTW793a6ZPFJVTKUs2X5U4iYiodeDVV",1771110577,90417.2505,18830958.1301626,0,0.000261047998477427,18199,13456,0,false,false,false,"geckoterminal"
"Fbz6QN2mBfSMWkbdh1GMA3M3tUanpQZmRSs49UwkxCRn","Bemfek","BFS","BBmNQgyDtKm1iadK8zQ6T8qtB6pPVdcvh8uMJ9CeMGGE",1771097725,14396.6286,18696086.6703486,0,0.010056458307205696,219,213,0,false,false,false,"geckoterminal"
"ApXsUgfF7UF7gk9xuUVVB484XS2fXpXRSH7dQDdZj6yQ","PALS","DOODi","2TiXKyRAyxMzdf3jDq2zJfz3ghLxYPdW66KivhpAeAw7",1771065686,13535.887,18670224.3239901,0,0.006861513461923067,223,219,0,false,false,false,"geckoterminal"
"BMu4d2HhZvBFrwy1A8u5Vn3MVkgAhvUZeCmt7vDukbVd","POKE","Pokeballxsol","8DgvWmCuhjFZ9q5cmgKWkybNbnP4ScUkodhS7hyyQkyR",1771108163,67589.2736,18652105.424828,0,0.0001238096428979293,11208,8958,0,false,false,false,"geckoterminal"
"4gDWk6Yt2oH2syBayY2AwGb3Wc1Yb6nG5Qx49Smv4rQu","PALS","DOODi","3kQYfizeafyeWsAmZPVNGHbTryA8YDBpPNY8NCDejDXA",1771100504,10371.4219,18491492.8476556,0,0.006230920260014234,215,210,0,false,false,false,"geckoterminal"
"782Tn4zUAqumaK9BgYaqLeYzHG79XmnhknzibxC7ZDw9","C0IN","AWP","BTBmuMj122JkpeQHBm1Xvyt8a4YDLiyLUfi9CwXqoT8M",1771074503,14555.0534,18444042.2541259,0,0.010361211740655029,221,213,0,false,false,false,"geckoterminal"
"vf1qxeZJqFu91Xx4mMhNC2nzjWg1nBZUoNhZhGhYNNf","Bemfek","BFS","FEtWoyE5g8xeoBEvAbYASjxQrzwsCgTDagNY8GkEG3jx",1771065697,12780.7962,18411408.1600675,0,0.009614382748524764,227,217,0,false,false,false,"geckoterminal"
"xCSfBPFuMBoMYru5zh2GkJkVExzfvV3CKaj9SYRNgL1","PALS","DOODi","5YkVq29h4jMKpstUaxtyuSmpnbqXLTS4BLn7ktAbRtQ5",1771097833,64550.8967,18400670.5995926,0,0.00004259075784055951,210,209,0,false,false,false,"geckoterminal"
"BW1YD3ruroawUyQugbTr11jnZuoVj7atos4ftKnv5K2q","MRBEAST","Mr Beast Inu","3HWnC4CEKSCPrrANWLGVxexNb1XVK5ByZz5FpAWhP4zF",1771137732,109236.3366,18348129.2036704,187.071,0.00029612057551465143,14429,11086,0,false,false,false,"geckoterminal"
"AvKwvvy43BG1XQZQMcaDpxWRbUeWsXN1Tn7fbx9V2mrW","C0IN","AWP","6mviu9PSSdZMkdC78F4Ri3WCwReYfQfab65o3ch5J8XN",1771070015,11957.596,18069684.8992367,0,0.009229314427744275,214,207,0,false,false,false,"geckoterminal"
"CZZCaKdBB3cfr47EWLDvCo89FpDUpiQa4WYtWEYptxW1","X Cashtags","X Smart Cashtags","5MC6QxPuhn9URurtiwg94CxJjb5SDAah2d81UvcyPcAs",1771122729,236252.8602,18041704.1959216,0,0.0004326329309123805,14659,14662,0,false,false,false,"geckoterminal"
"33tiTzwf7wTYSjUdesXgAhfizUH2orPqAKMi6d6357TV","TEA","core BLock TEA_PROTOCOL_COINS","G7mcf1hPcDepLkkN1v13X32TATeetQs8vy26yRDZb2sS",1771073188,47579.9771,17990057.4266577,0,0.00020427270098597835,57526,45833,0,false,false,false,"geckoterminal"
"2Zxpdg1rypAL7tQhwUYSy4rLCF6eFKkCwV69zrgPeAZx","BOTCOIN","BOTCOIN","8GAyKu61xxjsP7HXyVjroihSzR366ggiNhh28QeHFKe2",1771117755,323249.8054,17860575.0396724,0,0.00027208516061658956,17802,14054,0,false,false,false,"geckoterminal"
"45achNwxEBSdfk6bMavSgNei1aGtvEsSPQijS4Dq2oiX","nexi","edge ACCount NEXIRADAEP_COIN","7dsBVGWrfJc7b7dQV3hYPXGUJsh7griwhm4p2aYhoE9D",1771074295,49643.6767,17695844.889653,0,0.00021613834370002742,56403,44978,0,false,false,false,"geckoterminal"
"6UmxaXeeUVmNt2pxn53b8nHLiZjcHnZUA3tSJkVrw5yv","zauth","zauthx402","9MWxrNPABGd2bayKMmJq6wQRV2FFgBUVY26ZCiXRqLNr",1771131837,136666.6571,17694111.4168422,11.326,0.00008640497603133022,22376,20591,0,false,false,false,"geckoterminal"
"CZVT2jGyY6CyYXPDg2i9ae5J2sKcwQuC5gnrREhc71Lr","BOTCOIN","BOTCOIN","8aEGXH11RAdXsE6WjTacfMhDwv5sLYLPKNEsewJNiXy6",1771091288,318806.4868,17688735.5536721,0,0.00026331130290098436,17943,13913,0,false,false,false,"geckoterminal"
"E1yPMcsreVL9yX18ZF9ZfA4STdS9d8aVYyCfGp1gwLJE","C0IN","AWP","7EbKrVZnSH6Sku5DXAtjSvNgArePawXHqPkmgycTgVRf",1771105744,13684.8177,17661180.9040298,0,0.00944232153129995,208,202,0,false,false,false,"geckoterminal"
"3re7XzRXHve29EjpbG5pjqyGm6GBo5pbDhNJYyHrUZfa","1ZZS AWPZ","2X BFSA USOR6 DOODI7 OAX2 ROCK0","J91vcp6ANmeY23Y6WrdQ5EfkdDwbR3GhwcC8CmDg3dym",1771107308,59604.57,17631509.9304388,0,0.0001090115518410031,200,200,0,false,false,false,"geckoterminal"
"5sR3Mq69Jrko7HbGemCuJWwuQg6qhbgwRdeTDwLq4ui2","FURGY","Furgy","14dbo39RCQ32mPpdLzn3eNSbX4pfFWEcm3E6u7FyexQ4",1771050467,99678.4694,14018000.3710662,0,0.0010163104254912404,8868,8840,0,false,false,false,"geckoterminal"
"8TiNFQY2XYHa3GKK82ASf9F1nXJgK5kCYzg8vrqVhddj","Space","SAFe SPACE_COIN ZKROLLUp","7HC2KZUnVitsk9Hdc9q8vJDTct3vcFviqNzMhZZDX6Pt",1771118420,96771.8713,17500532.0937393,6.477,0.000759166566014807,38510,30458,0,false,false,false,"geckoterminal"
"D2SiEmodB33igbAGhrA5TyXjFZeKzxkmF7JT87oWZFdB","小黄鸭","杀不死我的终将使我变","2vpVPTXcnuToN4Fp2UTm1T6zJ1okeKWhkMGBeneGD9uC",1771076937,49746.5389,17485602.8157243,0,0.00017705468341197057,59393,45652,0,false,false,false,"geckoterminal"
"FvXNziZtf7yqCa8wWbPjaJNzJaZsyZkzvQS8tn3fjquq","USRX","United States RX","8PtiYoxTyqLQQfRnaLg9RWCHDeZRwUUWnS89ksGFFumE",1771053139,10895.0443,12125200.8046714,0,0.0000062057928423463535,9223,7866,0,false,false,false,"geckoterminal"
"3ygE7ZjnYWrooP39eQX7hD1rNYZjPKpuCy3MSMvwwuNg","USOR","U.S. Oil Reserve","FPuruEGjpvQ5L3Jb7TtSmrwtdjNiMgZQQLTcxSSiK9Me",1771119735,71016.9204,17111657.1084988,0,0.0001579895080595821,12977,12200,0,false,false,false,"geckoterminal"
"2cFPVuEByfWvarLYM76my8g86wA5UjVkM84MWtqUc6ub","PANDA","panda","FwRuBjRfpZUr6qw93SqmDB7VNfp8cBwzSPM8kAcDhn6f",1771097509,112772.8014,17105116.6655706,0,0.00018142472735262357,14198,12266,0,false,false,false,"geckoterminal"
"9HBUSc5UDR2oJxMzKvJ2FUVaXJvdbkDSeA4ArGsoAb5r","VDR","OfficialVDRCoin","FU6hnW6ZLE1RvtUTaAmhupmdAgLAocMG3CGSYpqbsVm8",1771095340,25070.427,16966717.7053943,0,0.000015932899236638978,15236,10194,0,false,false,false,"geckoterminal"
"J9Q23gfeTtUFCpFAZ8CaHBNqukWPV9KAHjusKfJqDTCT","ditto","Ditto","Bg1ND5CAZCcEX7GDTSXsVuenGJm1Uj4kYMDozwsgmog7",1771138023,104728.8783,16885704.4130618,144.57,0.00017064581050317548,11964,9415,0,false,false,false,"geckoterminal"
"6WdiCqUAE6S87HgyeBN6m1tHPoUxjjqD3YVaemz2B7fw","VALENTINE","Valentine’s Day On","8ed7cfjZnGKbRaKJiX2Z1rgBizhqjCNE6kq4pSqdHh9N",1771092373,69014.6986,16696995.5862257,0,0.0001766492795727008,19026,18486,0,false,false,false,"geckoterminal"
"kGMG3vazc3ipJbt4b3maqjR1LX4L3cm63qw5shaieZa","NVIDIA","NVIDIA RWA","ATsgTrcMsgWUvt4ZKrXRLpKicSC3dVFKsgn2h5sx9L21",1771068068,0.00000275258676992519,16632167.0078667,0,0.0001104490158439988,15835,13155,0,false,false,false,"geckoterminal"
"5GgRB93opt5s3PsyGfk7ChpnJSC72YbJszmaUFAWVdqR","BOTCOIN","BOTCOIN","5EuP26CjWnVzqCQL61ifFDfYYVLxyxZoeGTD7NLgR7PE",1771066527,0.002633001698,16592838.9100306,0,0.0000028201266882942518,17080,13258,0,false,false,false,"geckoterminal"
"DkssYFKvpwSMy58YmwUw1JsDy9hh3EWFPNcnunPaDQCD","BOTCOIN","BOTCOIN","FtVGRouuxVttfwf6y8VjUa8d39BcUJbHMjmgCnxFVjYP",1771106708,0.0091,16531393.3181103,0,0.0017935280514675635,14257,12956,0,false,false,false,"geckoterminal"
"41GPHWGbp3foNApeyY65Pr1LyS1ttbELBy4uWKFr4UXT","BOTCOIN","BOTCOIN","8FnNoSkMdGG9T1BN1abiRKm4bi9fxo5CdGfp2LDTdir9",1771137046,296922.9761,16551665.1105359,93.521,0.00024431998631413323,15748,12723,0,false,false,false,"geckoterminal"
"2z8ACQ6xbX6PtvKVJpfZsP7Yy89peHUwS3iQanD3Wvq4","ZZS AWP2","2Z BFS1 USOR2 DOODI4 OAX2 ROCK5","5bnmAQbu1KziLgx2gXPqgsWxqLk4ySherwhsi9zodPN5",1771107296,57325.7052,16444176.8336968,0,0.0001412058128090283,187,186,0,false,false,false,"geckoterminal"
"6cmuGJ3hVr33Gx52wXqmUQPVXgw6oScbN7XLf5eREQVT","buttfish","l3 BUTTFISH COIN System","8wKyymxkWJKbdgNyqGX4srGLFArXk1ZoUYZsU1HdWaTn",1771042406,47346.678,15464340.0521405,0,0.00017207989160131134,52208,40828,0,false,false,false,"geckoterminal"
"6ZEcWmHKX5xbevcCs2erMFyRLYNyggeQysbTSRDmGc7j","DOGE","DOGE","6bA8bWeiMWBET8ZGPi2X5VEcZD9G7fFU6voFspPanmoQ",1771135081,98074.5803,16184433.1464309,52.583,0.00008569710833140365,16095,13371,0,false,false,false,"geckoterminal"
"22D2KEthfcWQ54QkxGvsuQMhxPF7FSYfQsN8zWxw9g7T","SN62","Ridges AI","3q2UH7TWUF2Y76waTDSdD8YcPcMHmw3mT7vMoAfMXX1G",1771059799,113020.5558,16068033.2577943,0,0.0001672176820693944,14418,12539,0,false,false,false,"geckoterminal"
"9Cm24nynHUDZLz1WrSboVCy7Nh1Us3pF3YjC2wLZCva5","C0IN","USEFUL C0IN","28vSzyM6Vnr5SrRiquW7QoWpbSJif48t1FsiHGF7pBY5",1771063132,12837.9487,16015401.2250177,0,0.006236600323426966,1343,1165,0,false,false,false,"geckoterminal"
"8j1dHZn1NvexzE811TBEeqn7nYXt58vvGFtRx32AwVqs","ZZS AWP2","2Z BFS1 USOR2 DOODI4 OAX2 ROCK5","BbXAoDVApYGNCxq7Tst4XW192VyoZWLy99KRvQXrZN9t",1771080211,59550.069,15918843.0142809,0,0.00015793905366089475,183,183,0,false,false,false,"geckoterminal"
"4JzdHA26PkqwqbjB7JycxihFk6ZRqM8Tpk34cxqzPggv","XRP","XRP","GvvjAXC2aSwHak8yegHRRTdDCypVAVXwLUDhpotHGKtf",1771120047,11013.7373,15659652.4196596,3.95,0.006199747664324326,190,178,0,false,false,false,"geckoterminal"
"DcBRazweoCXaU2tQBtvz6it1bdXNGntfVRWPAY7d3JLG","ZZS AWP2","2Z BFS1 USOR2 DOODI4 OAX2 ROCK5","Ff69p9jn34CaNfAsgNA7U7du2T7TdQxaKaBtcHR9SbyY",1771062265,58401.9901,15648679.2641715,0,0.000019532001220801362,183,182,0,false,false,false,"geckoterminal"
"2mtEggipCzhHPHduodwzUCrdTHw8tNr4hGpJE99VpgVW","ZZS AWP2","2Z BFS1 USOR2 DOODI4 OAX2 ROCK5","3fLEmW3rn1GtbPTEu1dy3FSEWxGqDRYmMJwwMq4VBG5q",1771140453,58437.5691,15545811.1969961,-99.709,0.000024718203130129077,174,173,0,false,false,false,"geckoterminal"
"CEkMzfKveJ9nSsJerCPHCme1EHrihLp6M6AVQDvUMYJ8","ARGUE","arguedotfun","BopoXAU3TKSnkYpcQqyj9RUEZBjYVFXhrB1bxSrUeQXD",1771060497,143118.2869,15477521.8025245,0,0.0001038208535352126,13343,12350,0,false,false,false,"geckoterminal"
"HgKVWixJe9bN49ZJ53MQaiypfwWXTr6yh1CmErr9kaMg","1ZZS AWPZ","2X BFSA USOR6 DOODI7 OAX2 ROCK0","AxnY6xdXHNfb2z6YenWGEHy3LPQQvXb6ogbBkcN4VizE",1771080222,58248.9591,15398014.0938763,0,0.000175498130478551,177,177,0,false,false,false,"geckoterminal"
"UCWvFY2oC8FPfi8LZtqkQ2dayF9ND5sDJeoUPPCfV7i","GEESE","Golden Geese","6JPJRw3JP9LCrHKjspSgHkm2h96bX2RUpy4RHhc7D6qk",1771077133,319859.5247,15397836.7797728,0,0.00020854820375152788,17854,14271,0,false,false,false,"geckoterminal"
"GpzvBzzVZPjV9MYVeUfGdPvocbackHK3mpPjR41ViaHZ","Rockstar","Rockstar Games","83JEkeNebfbwqepGRHbra2shyDk2mqcG638wtKkWmYeE",1771113913,109722.8264,15257253.9787105,0,0.00015291346151073113,16898,16266,0,false,false,false,"geckoterminal"
"41Tzpk8gGStwt4pH15zZ5sU3yJxkd1GCKYJLH6tULq4r","Nexi","SEAlevel DEfi NEXIRADAEP_COIN","A4Ugs4BEMLGkgM7WT8AVoN99vLbrhpUTaS3oenSE1nh5",1771116307,48117.0828,15225840.8817776,6.691,0.00038419473261976317,38152,30448,0,false,false,false,"geckoterminal"
"xDZBAoep23dPjZq3usDTfFWovsrNS9T34u2ag4nBK9F","1ZZS AWPZ","2X BFSA USOR6 DOODI7 OAX2 ROCK0","D3t7i5vWyAMnx6A1D6kEaYbkqDeguu4rX1X8ptvKxRLd",1771062268,59530.1182,15132718.8656315,0,0.000022192955651367092,177,176,0,false,false,false,"geckoterminal"
"CfYYctyTfdDqnix71qWg5JPo4XHtbgb1xP73cC7yWGMh","1ZZS AWPZ","2X BFSA USOR6 DOODI7 OAX2 ROCK0","GpKXyjVaU8bUaqJt6YghYa8w28HwzvCLEgQP67WfQqx",1771140462,60539.3213,15006148.7325737,-99.669,0.00002809894263728907,168,167,0,false,false,false,"geckoterminal"
"5pB2b4f8hH9VXNeo6EyEYvnPSxaKLgyZ4VxxKb5tcNmG","USRX","United States RX","CX2Znfo8erSSwYbRKtTAHSsigVooqCB2FVP5o79pPuqy",1771055646,11286.0234,14433259.3829033,0,0.000006481999626727919,22373,21918,0,false,false,false,"geckoterminal"
"CN4PL4pKfhmhkW1sQF3Y1qxgPbiy2DZKfe15tKi9o5Ws","BOTCOIN","BOTCOIN","5gpV99k63WsrSrtaA6j7jCSc2TmG54cDj87Wwb5Fxgb7",1771077727,2660.8163,14760331.3473788,0,0.08144400189561928,15111,11743,0,false,false,false,"geckoterminal"
"HzmBeRBVVaWiG2pQMZYtykEXbmKg3MrGj8JysdfqMvew","USRX","United States RX","9uEdeQ2qDHeVHKtETSXHBs55e8dLZNKerPKsexDNgaKS",1771082194,17171.4324,14628216.4469555,0,0.00001050375171403965,23383,22745,0,false,false,false,"geckoterminal"
"BP3141PveFTHWs6okU6nPdU6HHR97jHUAMZjiLC63xWF","RSCOIN","BUCKARU","CJbFsp7eFNosQR2VwsN92W9Vj9HBQ8zqVcMSt9tLSBKT",1771007112,17888.2669,14126523.7583953,0,0.00023755481158570888,1135,1074,0,false,false,false,"geckoterminal"
"FPkEg9LZgMBB9oN7k82JR6GfCkufvyiBPa5hCw3T4GS8","TCCOIN","trump2 coin","FSjzmmfCZvanS7jQ5opNRiC5pjSUqdp9b9AG9SDwAs5r",1771099906,12725.8876,14112367.6169589,0,0.0000029680057844928275,1220,1067,0,false,false,false,"geckoterminal"
"6LRDPbHw8aMRNJ9Y4rCDsNc5d6RGwtSf3uFXbQYfnoRg","Otome","オトメ","7z2SJcEd3RGWostjJwchdw1BEi5RxFY9rbVn3ALnQH3S",1771101219,314216.2686,14085673.7160591,0,0.00020704221384674538,16387,12920,0,false,false,false,"geckoterminal"
"GLY4kcXq17hsnb6fyB8cHy3h53M1eKD5yGuVYSEuKaE1","TheRunner","MooNutPeng","35zrvgniUDQZn3VaTq66PW7wRPMUBKV9r7oh1Pqv1AJt",1771100243,12548.2275,14073998.7837126,0,0.00009727102583188112,1239,1068,0,false,false,false,"geckoterminal"
"5nGVBgM5pE6BFqDwwgYZVRyYAKjexPZJhHAUQbg2hxXu","Katana","katana","C4vGMsSiBfK3Y9nPjpEUv62fqLZePLNWPzdsoao74e4b",1771120075,212189.3786,14070038.2804747,0,0.0003491666597595307,21254,21021,0,false,false,false,"geckoterminal"
"2d1g2axQDcYXce7ZVMR9zxCG6BD4mwEokYW8NcJN4K1F","TRENCH","Trenches Game","7TY1FKxxtQR5DPpUpMjCCmkorZAHV7PzATFp1wMVhGAg",1771111485,17546.6074,14030942.0677873,0,0.00025657218380561894,1247,1076,0,false,false,false,"geckoterminal"
"AHhBjxgm7Mv1fDRstXEjuPkvWeZ92sdV4KGegiQMVuPU","LABUBU","LABUBU_0x","94vgJyVDP6LFfterYUynnoMPwU2veYMqJyDnYZPyVAXc",1771062232,307819.4272,14021368.7910516,0,0.00019421373141821738,16687,13143,0,false,false,false,"geckoterminal"
"HRMadMaqVqmf9JGczjGA2L7shnPjbVFKkT876X7gito5","C0IN","hoodrat","6a8ikvjcByHpA6943XsY8cBmd22E3r2sxQZHiLgcP41v",1771099241,12749.0039,14008722.5110899,0,0.0001726579175727715,1232,1059,0,false,false,false,"geckoterminal"
"Hjb2nkDSQdaS4e4gkPZoyUR3B3YBcM21APiKoNGJN3BD","RSCOIN","Goyim","FSQH4Csg4eo7qBhzr2qHpKpnGZsat6eyaFC3DdzbhVLu",1771067764,16809.6012,13982536.6111649,0,0.0016736790952626,1198,1029,0,false,false,false,"geckoterminal"
"2xncHrWzo1aC26dp2Zh5wb4o97absGNb9DKrLYTtMm8n","PRESIDENT","TRUMPO","6T6fNhWrvtTkvXwZAVmBixQ318VVVC1SmzWpvauV5Bx9",1771099578,16822.7938,13976212.6715129,0,0.0000021660540621071364,1201,1054,0,false,false,false,"geckoterminal"
"Dhbgn94kmfngw4nxUSXEqBYUjv31dTLmjdn4BvqPqDwr","LOVECOIN","lovecoin","yV5NkMrRhHKYrqTbRs3QwojrPQtJxrxawQPU4ympg5u",1771084242,0.4809,13966281.927277,0,3.523055684057128e-8,1216,1050,0,false,false,false,"geckoterminal"
"Gx6MszST2JkQnQ3nCT6GzKtpdZzXfeaS92CgpWM98kwN","USAOIL","TRUMP OIL","9tT67ng5Bp65neE6yciLSVGcwSzmV6tgdmLQJ6wCzbr8",1771114747,274493.8732,13923404.3768258,0,0.00047742691642868124,21219,20987,0,false,false,false,"geckoterminal"
"nsr8yBFFYAAg4SMa8dpd5DNisFARbMGMVYafRTWzCDV","VALENTINE","Valentine’s Day On","HoBRYJbBhgFftvtFwJWXmCc12CFY6k2MJvYnHQzKnB5e",1771105687,90969.3399,13920795.9603771,0,0.00016493312876376842,13620,12954,0,false,false,false,"geckoterminal"
"WA8iuoqDm4evsXj1QShUN95FG7MEKUXqvFdyMnDvZPA","金马","金马迎新春","6VN4bVyUmgX29JnhEVbtwexPGNkjt1eDiBFmTLdMVbTm",1771089313,138560.5077,13836722.7295705,0,0.0005126270061077967,32106,32133,0,false,false,false,"geckoterminal"
"FymHAasSSAi6e6cnR2xJprHThUj8yvR94TzoPCT2wMUH","CHN","ChinaCoinPlay","8CWpqVszAB68q19tbQcrRhaWwtDPyq7MPmvXXz5BoRia",1771121452,9.2541,13830884.9343675,0,22.15372748927859,16074,12679,0,false,false,false,"geckoterminal"
"AofpnPnWYWTRzS7bUEtmnp6nar2K5Q28Nrjey9z1TnAe","VALENTINE","Valentine's Day","GYwLYSvAgycN3sb3ycqwn18q1Sb6D6P5rxkZVJNsNs7A",1771067744,273867.757,13830561.3911005,0,0.0006643429372422787,23367,22913,0,false,false,false,"geckoterminal"
"H8npLvXx9XtqkfQLx1tiwwLebSzSQfNtJK9J6nQVKHfT","Furgy","furgy_sol","3AcvWZ7M5AL8XEF3zqUFNxD7n7Bvg91ECKD77dAusmkY",1771129476,303597.7148,13624939.8409554,0,0.00019936374098783005,15639,12345,0,false,false,false,"geckoterminal"
"4XaSVqiugUj9h36dtLCsoQa3i2twajQnPq8bHrDWEZHB","XI Jinping","JinpingXI_Coin","B2ChcoNdxvPzweimnQZA9tuoXriZ7HumHumw6mxq1yjG",1771087063,101614.3305,13586227.1411221,0,0.00013796833275684858,16862,16084,0,false,false,false,"geckoterminal"
"HcnLTXbJaBUrnYpUfJrFVA2YQ6NAn2smX11x1qSXEUaQ","VALENTINE","Valentine’s Day On","9APog5NjGLYnax1JPWgRhrt67D9WPqbSUr5iz5MzWdQj",1771100215,90771.2564,13568715.570412,0,0.00016223182041781963,13553,12871,0,false,false,false,"geckoterminal"
"83KbgS1ETRHzUiSvDgPauo8UZVPypLYEUzHT16CRr6UV","PEPPIN","peppin_2026","DhcKwqRACVAAkffnqXEVRjrExcGPuPfcvuRCg3r4htrQ",1771136695,295558.0741,13558462.0204056,38.751,0.00018999168225844085,12007,9678,0,false,false,false,"geckoterminal"
"EdnyJ5BwQ6JjdghkweQAxJJkAcytHYnHXQvF6Cms28E6","USRX","United States RX","En98ZGFjgm8iBdtJWdP3GjUH2WFUsAfswVannRHUnssp",1771067268,10747.3924,13518325.2875145,0,0.000005743356950032147,21692,21059,0,false,false,false,"geckoterminal"
"BPvZgecbTDimrBUPWfFAiUujr6YFRExpfCHdSSun35Ht","FURGY","Furgy","ARuMpvMiUYF1xcUB7TYaoBsiyFiMkKktdZXg3h9EZVwe",1771065996,92170.1653,13510651.5442089,0,0.00024738729960248324,11986,8635,0,false,false,false,"geckoterminal"
"BZy9wv5Vv2EUhUj25WQDxnmdA7u72YzmPJmqwMdEBaxG","Elon","Elon New profile picture","ATfMCFFgn3F32ViA4WhpcWPNf86NyCiAUBZy2Q2qMUbx",1771131995,98948.1847,13443860.5629754,0,0.000132814341802063,11552,10054,0,false,false,false,"geckoterminal"
"5DSbTKuZ9ukbCnW3P63MNmFVoJWX8fYg4gz3fRxkEYFv","USRX","TRUMP USRX GOLD","HSBbmuDNUA89LKKH4VR2Y1nmkGwRFDKZMQcTaDe9fve4",1771062836,85867.9354,13406392.1784184,0,0.00006931573211937222,12789,10468,0,false,false,false,"geckoterminal"
"6xfD4hmtQdCxEtHVEcfZweaArs2GV6HeicyjJAYMne1m","VDR","OfficialVDRCoin","294Kn1HLVw3FMxoLNtXmEdhWUx7QHzfSoVdupGbPXfSU",1771101913,39714.5053,13253565.1350093,0,0.000040348323234010725,12060,8106,0,false,false,false,"geckoterminal"
"2ZfZfUgHoj67UcqhKr971zVVF1qtG3yeyBCxfYmHRh7x","XRP","XRP","7Zbd97ii9k6k3An1T9fyaYoHqAbM8Z5iRtxAwzv6WriT",1771081240,13459.434,13101728.9051505,0,0.02739884975566563,167,152,0,false,false,false,"geckoterminal"
"A8yyvuRDLM1qhs8yXy2zEnAgLJpe3Y1JPaVSNYC1DHsV","tea","ENGine BRIDge TEA_PROTOCOL_COINS","8eEq11c7e15KyzT6v8Ta7TGP5ZH5TLLg4Tov3WD2MEXb",1771116538,50215.7629,13076061.0971756,3.004,0.00019797933814844561,36620,28776,0,false,false,false,"geckoterminal"
"2w1jiBjfHEXy34q49VPTcscn6fvtdCky34ac4Z2kga5T","PEPPIN","$PEPPIN","CvLSGNkPqxQPWqiJNkhZuatg2kGHp7n2pdPQzRwskXoA",1771133791,8.5181203765245e-7,13047918.941416,0,0.00009681569727239344,11667,9775,0,false,false,false,"geckoterminal"
"HQmber3wQ2ZqRHidj6f8GnaVbdXiDsEGJLqUtLMPbP3X","VDR","OfficialVDRCoin","Ef6kcrbAvibuyzC8s7Nkk8EWhsxZoLmz4zBkfHHKcMH2",1771129439,126327.2023,12876331.1202758,67.336,0.0008647579947885509,22762,22049,0,false,false,false,"geckoterminal"
"3vJqpdKGnvJ4PUZGgww4VmE9EP7vZE4hha8nPA6WYekH","VALENTINE","Valentine’s Day On","HvvfQXEQR6G2tc7e2KAHvPp9KGDpf3kwbVwvryXe9srH",1771087402,92811.4258,12875909.5732583,0,0.00013846875715685535,12393,11721,0,false,false,false,"geckoterminal"
"7JCxeq2faK813hJmnPueCo5hn3dXykU7YAygPrHxi4WX","IDOS","token POOl IDOS_NETWORK_COINS","9nYJm4ZCBbtePud4KLnKv6LYZ8GXrRsEDKTdXyuyTiay",1771125139,97348.6933,12868975.8453691,0.648,0.0005194041779135913,27671,21438,0,false,false,false,"geckoterminal"
"HNhHvGVrsERXa6FgDB8SCC3nYySb2Bx9VrRSgn7d5uvA","Hong Kong","Hong Kong","2rKWSGePLcyCXMS3G4DRcUcsyHcrCBbHsxUbJV3AurYg",1771058910,131379.7004,12832649.7958413,0,0.00016110284928109222,9191,6846,0,false,false,false,"geckoterminal"
"3vfHrrWkEdPjmagJv4vLL2YLtiyey25xEJYB7eCtZtjq","X","X","6ba3JbnqdTfL9ciTDoxK2yEvT44uTna7YP3MoHy4arCz",1771069748,296165.7614,12828531.6772472,0,0.00018377862217583586,15111,11927,0,false,false,false,"geckoterminal"
