algo_id,mint,symbol,name,entry_timestamp,entry_price_usd,exit_timestamp,exit_price_usd,pnl_percent,pnl_usd,exit_reason,dual_trigger_bar,high_water_mark_price,high_water_mark_percent,trade_duration_hours,candles_in_trade,score_at_entry,liquidity_at_entry,momentum_1h_at_entry,vol_liq_ratio_at_entry
"established_breakout","DpBzjtgGLF7QA9Ug3eUVGbnqa6j3jvYBn1XuQuktvfhm","DOGE-1","DOGE-1 Satellite",1770519600,0.0002675104407035495,1770575100,0.000305947310549183,13.4682,1.3468,"tp_hit",false,0.0003083323658093145,15.2599,15.42,153,88,208249.69,1.61,0.829
"established_breakout","2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump","PsyopAnime","PsyopAnime",1770556800,0.005647336984310559,1770565500,0.005167013467050294,-9.3485,-0.9348,"sl_hit",false,0.005997878577641752,6.2072,2.42,29,78,427695.002,6.325,2.61
"established_breakout","8J69rbLTzWWgUJziFY8jeu5tDwEPBwUz4pKBMr5rpump","WOJAK","Wojak",1770586200,0.014151095071512083,1770597300,0.01294750056728526,-9.3485,-0.9348,"sl_hit",false,0.01581995224606878,11.7931,3.08,37,90,586334.1367,3.289,1.144
"established_breakout","DpBzjtgGLF7QA9Ug3eUVGbnqa6j3jvYBn1XuQuktvfhm","DOGE-1","DOGE-1 Satellite",1770593400,0.0002723102158911117,1770594900,0.0003114367348348792,13.4682,1.3468,"tp_hit",false,0.00031852551263025043,16.9716,0.42,5,88,208249.69,1.61,0.829
"established_breakout","8J69rbLTzWWgUJziFY8jeu5tDwEPBwUz4pKBMr5rpump","WOJAK","Wojak",1770691500,0.014180818207846588,1770698400,0.012974695658732794,-9.3485,-0.9348,"sl_hit",false,0.014180818207846588,0,1.92,23,90,586334.1367,3.289,1.144
"established_breakout","2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump","PsyopAnime","PsyopAnime",1770715800,0.0031242568487032016,1770719700,0.0028585291185247636,-9.3485,-0.9348,"sl_hit",false,0.0031587801328617107,1.105,1.08,13,78,427695.002,6.325,2.61
"established_breakout","DpBzjtgGLF7QA9Ug3eUVGbnqa6j3jvYBn1XuQuktvfhm","DOGE-1","DOGE-1 Satellite",1770727500,0.0001994896954006065,1770761700,0.00022815309798591147,13.4682,1.3468,"tp_hit",false,0.0002320254203396694,16.3095,9.5,100,88,208249.69,1.61,0.829
"established_breakout","2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump","PsyopAnime","PsyopAnime",1770773400,0.0031819995958630954,1770784800,0.0029113606660361923,-9.3485,-0.9348,"sl_hit",false,0.0033463886796162474,5.1662,3.17,32,78,427695.002,6.325,2.61
"established_breakout","DpBzjtgGLF7QA9Ug3eUVGbnqa6j3jvYBn1XuQuktvfhm","DOGE-1","DOGE-1 Satellite",1770785100,0.00024379110284753145,1770789000,0.0002788198922474126,13.4682,1.3468,"tp_hit",false,0.00028070048229005066,15.1398,1.08,13,88,208249.69,1.61,0.829
"established_breakout","DpBzjtgGLF7QA9Ug3eUVGbnqa6j3jvYBn1XuQuktvfhm","DOGE-1","DOGE-1 Satellite",1770823800,0.00042153836436104036,1770825000,0.0003856852197032044,-9.3485,-0.9348,"sl_hit",false,0.0004223606370886437,0.1951,0.33,4,88,208249.69,1.61,0.829
