algo_id,mint,symbol,name,entry_timestamp,entry_price_usd,exit_timestamp,exit_price_usd,pnl_percent,pnl_usd,exit_reason,high_water_mark_price,high_water_mark_percent,trade_duration_hours,candles_in_trade,score_at_entry,liquidity_at_entry,momentum_1h_at_entry,vol_liq_ratio_at_entry
"loose","C7saXYFYnNuTQDx6ctEucs63cjhpXYJ2maRnn1Jibonk","EAGLE","The Bald Eagle",1769406300,0.0000157485436956324,1769413500,0.000013782599441058043,-13.3166,-1.3317,"sl_hit",0.00001590169491236326,0.9725,2,7,37,12084.38,0,0.00018039816688981977
"loose","C7saXYFYnNuTQDx6ctEucs63cjhpXYJ2maRnn1Jibonk","EAGLE","The Bald Eagle",1769463900,0.000010671549336420982,1769464800,0.000009339383549487807,-13.3166,-1.3317,"sl_hit",0.000010671549336420982,0,0.25,1,37,12084.38,0,0.00018039816688981977
"loose","C7saXYFYnNuTQDx6ctEucs63cjhpXYJ2maRnn1Jibonk","EAGLE","The Bald Eagle",1769535900,0.000007832816556483719,1769565600,0.000006855019434161565,-13.3166,-1.3317,"sl_hit",0.000008439035871845191,7.7395,8.25,11,37,12084.38,0,0.00018039816688981977
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769766300,0.00010560625348073493,1769781600,0.00009242306579747294,-13.3166,-1.3317,"sl_hit",0.0001366340960082418,29.3807,4.25,44,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769785800,0.00009090217038305953,1769814900,0.00011064499294952335,20.8002,2.08,"expired",0.00012601901872994013,38.6315,8.08,71,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769822100,0.00009556512630997117,1769852100,0.00010679395794204609,10.8562,1.0856,"expired",0.00011741727877090858,22.8662,8.33,49,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769864700,0.0000971203750396224,1769876700,0.0000849965084141512,-13.3166,-1.3317,"sl_hit",0.0000982877148727956,1.202,3.33,18,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769884200,0.00007112118365998644,1769884500,0.0000622428844916859,-13.3166,-1.3317,"sl_hit",0.00007112118365998644,0,0.08,1,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769910300,0.00006243872622163217,1769935200,0.0000993532504285758,58.1094,5.8109,"tp_hit",0.00010576320048114492,69.3872,6.92,41,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769957100,0.00008347313919015812,1769959500,0.00013282346075704988,58.1094,5.8109,"tp_hit",0.00013643180934031087,63.444,0.67,7,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769964000,0.00010308901220278905,1769965500,0.0000902200603068734,-13.3166,-1.3317,"sl_hit",0.00010748694698759738,4.2662,0.42,5,37,37515.1555,0.946,0.17
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1769970600,0.00008339036622182014,1769995200,0.00007298046327910518,-13.3166,-1.3317,"sl_hit",0.00008931198296945687,7.1011,6.83,43,37,37515.1555,0.946,0.17
"loose","9XEDDKKvqB7hgx1efvuJbb5hF2rn3nENRZk6woNspump","KITTY","Roaring Kitty",1769991300,0.000013579506048926215,1769995800,0.00002160787297912398,58.1094,5.8109,"tp_hit",0.0000246109904161559,81.2363,1.25,7,60,10963.44,10.83,2.46
"loose","3mRSaEUsKC8MCrgMCBraYBEDnaHScStzB7jFRojnBAGS","ZETA","Zeta",1769994300,0.00010201947441113328,1770023700,0.00010646321256959853,3.4805,0.3481,"expired",0.00010877290328260421,6.6197,8.17,24,49,12540.76,-6.32,0.155
"loose","3J4XmrqWbiwCro4psrQdwCmoxnwC7BgQevPwoUF3BAGS","GOLD","Malleable Gold",1769996100,0.00017479096794214397,1770025200,0.00018597320277997616,5.5172,0.5517,"expired",0.00018700030193837265,6.9851,8.08,17,58,27961.84,0,0.086
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1770000000,0.00007539581959713112,1770019200,0.00006598390309103462,-13.3166,-1.3317,"sl_hit",0.00007539581959713112,0,5.33,34,37,37515.1555,0.946,0.17
"loose","5eTuF52LmxisGfPPhZeiUkBPMdTkF3WfF1w5P5FUbonk","Eagle","Aura Farming Eagle",1770002700,0.00003331073224920886,1770032100,0.000030848548966879794,-8.2375,-0.8238,"expired",0.000036109217447527076,8.4012,8.17,44,54,32972.42,0,0.221
"loose","9XEDDKKvqB7hgx1efvuJbb5hF2rn3nENRZk6woNspump","KITTY","Roaring Kitty",1770013500,0.00002453875413153936,1770028800,0.000021475498021535256,-13.3166,-1.3317,"sl_hit",0.000029890086386958805,21.8077,4.25,26,60,10963.44,10.83,2.46
"loose","H2WrPJFJMG2ZgtaacdKYCVHG1UhapkP9DEhzxqiipump","FROG","Life of Frog",1770035100,0.00006736607463527045,1770070200,0.00007186463165075678,5.7967,0.5797,"expired",0.00008970396246294332,33.159,9.75,16,21,16266.46,0,0.007
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1770040500,0.00008559225424947716,1770068100,0.00013619542206881906,58.1094,5.8109,"tp_hit",0.0001449235065988222,69.3185,7.67,41,37,37515.1555,0.946,0.17
"loose","9XEDDKKvqB7hgx1efvuJbb5hF2rn3nENRZk6woNspump","KITTY","Roaring Kitty",1770047100,0.000019600077814733117,1770056700,0.000017153333460855415,-13.3166,-1.3317,"sl_hit",0.000020049848577225957,2.2947,2.67,19,60,10963.44,10.83,2.46
"loose","5eTuF52LmxisGfPPhZeiUkBPMdTkF3WfF1w5P5FUbonk","Eagle","Aura Farming Eagle",1770048600,0.000034493020748224024,1770077700,0.000054885708530823057,58.1094,5.8109,"tp_hit",0.00005689475430318677,64.9457,8.08,51,54,32972.42,0,0.221
"loose","3J4XmrqWbiwCro4psrQdwCmoxnwC7BgQevPwoUF3BAGS","GOLD","Malleable Gold",1770048900,0.00019190213544057697,1770068400,0.00016794633940626927,-13.3166,-1.3317,"sl_hit",0.00019190213544057697,0,5.42,15,58,27961.84,0,0.086
"loose","7P8RM8hpQttAzC4an8CaYHko1njts73P1mawgbW3pump","FROG","The First Frog",1770053400,0.00007049391838559148,1770087000,0.00006751179692725471,-5.0842,-0.5084,"expired",0.00007091990207717093,0.6043,9.33,12,46,21028.85,0,0.03
"loose","3mRSaEUsKC8MCrgMCBraYBEDnaHScStzB7jFRojnBAGS","ZETA","Zeta",1770063900,0.00009713265262180251,1770095400,0.00011617290177823115,18.6891,1.8689,"expired",0.00011740409617414576,20.8699,8.75,32,49,12540.76,-6.32,0.155
"loose","9XEDDKKvqB7hgx1efvuJbb5hF2rn3nENRZk6woNspump","KITTY","Roaring Kitty",1770073800,0.000014529521574027211,1770082800,0.000012715751995568042,-13.3166,-1.3317,"sl_hit",0.00001872887373353332,28.9022,2.5,14,60,10963.44,10.83,2.46
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1770078300,0.00011090457246913456,1770107700,0.00011446932557704932,2.3419,0.2342,"expired",0.00014531950005078773,31.0311,8.17,56,37,37515.1555,0.946,0.17
"loose","5eTuF52LmxisGfPPhZeiUkBPMdTkF3WfF1w5P5FUbonk","Eagle","Aura Farming Eagle",1770082200,0.00004650725698523571,1770085200,0.000040701597971094985,-13.3166,-1.3317,"sl_hit",0.00005000737334737755,7.526,0.83,8,54,32972.42,0,0.221
"loose","3J4XmrqWbiwCro4psrQdwCmoxnwC7BgQevPwoUF3BAGS","GOLD","Malleable Gold",1770084300,0.00018552901268088039,1770120600,0.00017295981040065742,-7.6223,-0.7622,"expired",0.00019145350282562864,3.1933,10.08,19,58,27961.84,0,0.086
"loose","H2WrPJFJMG2ZgtaacdKYCVHG1UhapkP9DEhzxqiipump","FROG","Life of Frog",1770089400,0.00008134985016355633,1770119100,0.00007254155226609102,-11.6651,-1.1665,"expired",0.0000822381756713711,1.092,8.25,11,21,16266.46,0,0.007
"loose","9XEDDKKvqB7hgx1efvuJbb5hF2rn3nENRZk6woNspump","KITTY","Roaring Kitty",1770092100,0.00001339257048843538,1770121200,0.000012134263040853172,-10.2365,-1.0237,"expired",0.000015685499023460866,17.1209,8.08,35,60,10963.44,10.83,2.46
"loose","5eTuF52LmxisGfPPhZeiUkBPMdTkF3WfF1w5P5FUbonk","Eagle","Aura Farming Eagle",1770092700,0.00003776994513082418,1770102300,0.00003305499446232996,-13.3166,-1.3317,"sl_hit",0.00003776994513082418,0,2.67,15,54,32972.42,0,0.221
"loose","5eTuF52LmxisGfPPhZeiUkBPMdTkF3WfF1w5P5FUbonk","Eagle","Aura Farming Eagle",1770116100,0.000038512065782438375,1770146100,0.000039843099323120296,2.5832,0.2583,"expired",0.000042990613250427985,11.6289,8.33,49,54,32972.42,0,0.221
"loose","HANRi4rBbQ28QJzGyFp9QP5QntEvaMJr17CNtRRHbonk","HYPER","Hyperborea",1770117300,0.00006201415311963945,1770160500,0.00006048743544881195,-3.3201,-0.332,"expired",0.00006201415311963945,0,12,1,32,35027.65,0,0.002
"loose","7P8RM8hpQttAzC4an8CaYHko1njts73P1mawgbW3pump","FROG","The First Frog",1770123900,0.00007242612129966647,1770153000,0.00007682928300167847,5.2,0.52,"expired",0.00008052046335445381,11.176,8.08,32,46,21028.85,0,0.03
"loose","2QjmbYxzxD5twLHWDhXWQnxZsRF7igyBfs3VNEdopump","STARTUP","Startup",1770124200,0.00010122685238627984,1770153600,0.00014047588093143347,37.8123,3.7812,"expired",0.00015413625394978395,52.2681,8.17,55,37,37515.1555,0.946,0.17
"loose","Jow2GFuvwwYDV9CmCf9i8doDKx88iGqmUkfrvgypump","albert","albert",1770131700,0.00003845825382518178,1770144300,0.00006119523498567516,58.1094,5.8109,"tp_hit",0.000071215855329251,85.177,3.5,39,53,25833.5767,6.618,11.093
"loose","9XEDDKKvqB7hgx1efvuJbb5hF2rn3nENRZk6woNspump","KITTY","Roaring Kitty",1770132900,0.000013602445482890483,1770162900,0.000012799620173884102,-6.7517,-0.6752,"expired",0.000015191456824114199,11.6818,8.33,32,60,10963.44,10.83,2.46
